Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,At_score,Type,Goal_assist,Unnamed: 13,estadio,Latitud,Longitud
10/11/2025 00:00,LaLiga,22,02/05/2011 00:00,H,FC Barcelona,Atletico de Madrid,03:00:00,CF,16,01:00:00,Left-footed shot,Dani Alves,,FC Barcelona,41.380898,2.12282
10/11/2025 00:00,LaLiga,22,02/05/2011 00:00,H,FC Barcelona,Atletico de Madrid,03:00:00,CF,28,02:00:00,Left-footed shot,Pedro,,FC Barcelona,41.380898,2.12282
10/11/2025 00:00,LaLiga,22,02/05/2011 00:00,H,FC Barcelona,Atletico de Madrid,03:00:00,CF,78,03:00:00,Left-footed shot,David Villa,,FC Barcelona,41.380898,2.12282
10/11/2025 00:00,LaLiga,24,2/20/11,H,FC Barcelona,Athletic Bilbao,02:01:00,CF,78,02:01:00,Right-footed shot,Dani Alves,,FC Barcelona,41.380898,2.12282
10/11/2025 00:00,LaLiga,25,2/26/11,A,FC Barcelona,RCD Mallorca,00:03:00,CF,38,00:01:00,Header,Seydou Keita,,RCD Mallorca,39.5698469,2.6494492
10/11/2025 00:00,LaLiga,26,03/02/2011 00:00,A,FC Barcelona,Valencia CF,00:01:00,CF,77,00:01:00,Left-footed shot,Adriano,,Valencia CF,39.4690398,-0.3766507
10/11/2025 00:00,UEFA Champions League,last 16,03/08/2011 00:00,H,FC Barcelona,Arsenal FC,03:01:00,RW,49,01:00:00,Left-footed shot,Andres Iniesta,,FC Barcelona,41.380898,2.12282
10/11/2025 00:00,UEFA Champions League,last 16,03/08/2011 00:00,H,FC Barcelona,Arsenal FC,03:01:00,RW,72,03:01:00,Penalty,,,FC Barcelona,41.380898,2.12282
10/11/2025 00:00,LaLiga,31,04/09/2011 00:00,H,FC Barcelona,UD Almera,03:01:00,CF,52,01:01:00,Penalty,,,FC Barcelona,41.380898,2.12282
10/11/2025 00:00,LaLiga,31,04/09/2011 00:00,H,FC Barcelona,UD Almera,03:01:00,CF,90+1,03:01:00,Left-footed shot,Seydou Keita,,FC Barcelona,41.380898,2.12282
10/11/2025 00:00,UEFA Champions League,Quarter-Finals,04/12/2011 00:00,A,FC Barcelona,Shakhtar Donetsk,00:01:00,CF,42,00:01:00,Left-footed shot,Dani Alves,,Shakhtar Donetsk,48.023,37.80224
10/11/2025 00:00,LaLiga,32,4/16/11,A,FC Barcelona,Real Madrid,01:01:00,CF,53,00:01:00,Penalty,,,Real Madrid,40.4199798,-3.7035925
10/11/2025 00:00,LaLiga,33,4/23/11,H,FC Barcelona,CA Osasuna,02:00:00,CF,87,02:00:00,Right-footed shot,Dani Alves,,FC Barcelona,41.380898,2.12282
10/11/2025 00:00,UEFA Champions League,Semi-Finals,4/27/11,A,FC Barcelona,Real Madrid,00:02:00,CF,76,00:01:00,Left-footed shot,Ibrahim Afellay,,Real Madrid,40.4199798,-3.7035925
10/11/2025 00:00,UEFA Champions League,Semi-Finals,4/27/11,A,FC Barcelona,Real Madrid,00:02:00,CF,87,00:02:00,Solo run,Sergio Busquets,,Real Madrid,40.4199798,-3.7035925
10/11/2025 00:00,UEFA Champions League,Final,5/28/11,H,FC Barcelona,Manchester United,03:01:00,CF,54,02:01:00,Left-footed shot,Andres Iniesta,,FC Barcelona,41.380898,2.12282
11-Dec,Supercopa,final,8/14/11,A,FC Barcelona,Real Madrid,02:02:00,CF,45,01:02:00,Left-footed shot,Thiago,,Real Madrid,40.4199798,-3.7035925
11-Dec,Supercopa,final,8/17/11,H,FC Barcelona,Real Madrid,03:02:00,CF,44,02:01:00,Right-footed shot,Gerard Pique,,FC Barcelona,41.380898,2.12282
11-Dec,Supercopa,final,8/17/11,H,FC Barcelona,Real Madrid,03:02:00,CF,88,03:02:00,Left-footed shot,Adriano,,FC Barcelona,41.380898,2.12282
11-Dec,UEFA Super Cup,Final,8/26/11,H,FC Barcelona,FC Porto,02:00:00,CF,39,01:00:00,Left-footed shot,,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,2,8/29/11,H,FC Barcelona,Villarreal CF,05:00:00,CF,51,04:00:00,Right-footed shot,Andres Iniesta,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,2,8/29/11,H,FC Barcelona,Villarreal CF,05:00:00,CF,74,05:00:00,Left-footed shot,Thiago,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,4,9/17/11,H,FC Barcelona,CA Osasuna,08:00:00,CF,5,01:00:00,Left-footed shot,Dani Alves,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,4,9/17/11,H,FC Barcelona,CA Osasuna,08:00:00,CF,41,05:00:00,Left-footed shot,Cesc Fabregas,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,4,9/17/11,H,FC Barcelona,CA Osasuna,08:00:00,CF,79,08:00:00,Left-footed shot,Cesc Fabregas,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,6,9/24/11,H,FC Barcelona,Atletico de Madrid,05:00:00,CF,26,03:00:00,Left-footed shot,Pedro,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,6,9/24/11,H,FC Barcelona,Atletico de Madrid,05:00:00,CF,78,04:00:00,Left-footed shot,Dani Alves,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,6,9/24/11,H,FC Barcelona,Atletico de Madrid,05:00:00,CF,90+1,05:00:00,Left-footed shot,David Villa,,FC Barcelona,41.380898,2.12282
11-Dec,UEFA Champions League,Group Stage,9/28/11,A,FC Barcelona,BATE Borisov,00:05:00,CF,38,00:03:00,Header,,,BATE Borisov,54.1928,28.4756
11-Dec,UEFA Champions League,Group Stage,9/28/11,A,FC Barcelona,BATE Borisov,00:05:00,CF,56,00:04:00,Left-footed shot,Dani Alves,,BATE Borisov,54.1928,28.4756
11-Dec,LaLiga,8,10/15/11,H,FC Barcelona,Racing Santander,03:00:00,CF,11,01:00:00,Right-footed shot,Andres Iniesta,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,8,10/15/11,H,FC Barcelona,Racing Santander,03:00:00,CF,69,03:00:00,Right-footed shot,,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,11,10/29/11,H,FC Barcelona,RCD Mallorca,05:00:00,CF,13,01:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,11,10/29/11,H,FC Barcelona,RCD Mallorca,05:00:00,CF,21,02:00:00,Right-footed shot,Adriano,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,11,10/29/11,H,FC Barcelona,RCD Mallorca,05:00:00,CF,30,03:00:00,Left-footed shot,Dani Alves,,FC Barcelona,41.380898,2.12282
11-Dec,UEFA Champions League,Group Stage,11/01/2011 00:00,A,FC Barcelona,FC Viktoria Plzen,00:04:00,CF,24,00:01:00,Penalty,,,FC Viktoria Plzen,49.75,13.3856
11-Dec,UEFA Champions League,Group Stage,11/01/2011 00:00,A,FC Barcelona,FC Viktoria Plzen,00:04:00,CF,45+2,00:02:00,Left-footed shot,Adriano,,FC Viktoria Plzen,49.75,13.3856
11-Dec,UEFA Champions League,Group Stage,11/01/2011 00:00,A,FC Barcelona,FC Viktoria Plzen,00:04:00,CF,90+2,00:04:00,Left-footed shot,Gerard Pique,,FC Viktoria Plzen,49.75,13.3856
11-Dec,LaLiga,12,11/06/2011 00:00,A,FC Barcelona,Athletic Bilbao,02:02:00,CF,90,02:02:00,Left-footed shot,,,Athletic Bilbao,43.2625346,-2.9466836
11-Dec,LaLiga,13,11/19/11,H,FC Barcelona,Real Zaragoza,04:00:00,CF,43,02:00:00,Right-footed shot,Cesc Fabregas,,FC Barcelona,41.380898,2.12282
11-Dec,UEFA Champions League,Group Stage,11/23/11,A,FC Barcelona,AC Milan,02:03:00,SS,31,01:02:00,Penalty,,,AC Milan,45.478489,9.12215
11-Dec,LaLiga,17,11/29/11,H,FC Barcelona,Rayo Vallecano,04:00:00,CF,49,04:00:00,Left-footed shot,Dani Alves,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,15,12/03/2011 00:00,H,FC Barcelona,Levante UD,05:00:00,CF,55,04:00:00,Left-footed shot,Dani Alves,,FC Barcelona,41.380898,2.12282
11-Dec,FIFA Club World Cup,Final,12/18/11,A,FC Barcelona,Santos FC,00:04:00,RW,17,00:01:00,Left-footed shot,Xavi,,Santos FC,-23.951,-46.333
11-Dec,FIFA Club World Cup,Final,12/18/11,A,FC Barcelona,Santos FC,00:04:00,RW,82,00:04:00,Left-footed shot,Dani Alves,,Santos FC,-23.951,-46.333
11-Dec,Copa del Rey,last 16,01/04/2012 00:00,H,FC Barcelona,CA Osasuna,04:00:00,CF,71,03:00:00,Header,Cesc Fabregas,,FC Barcelona,41.380898,2.12282
11-Dec,Copa del Rey,last 16,01/04/2012 00:00,H,FC Barcelona,CA Osasuna,04:00:00,CF,90,04:00:00,Left-footed shot,Xavi,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,19,1/15/12,H,FC Barcelona,Real Betis Balompie,04:02:00,CF,12,02:00:00,Right-footed shot,Alexis Sanchez,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,19,1/15/12,H,FC Barcelona,Real Betis Balompie,04:02:00,CF,86,04:02:00,Penalty,,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,1,1/22/12,A,FC Barcelona,Malaga CF,01:04:00,CF,32,00:01:00,Header,Adriano,,Malaga CF,36.734167,4.426389
11-Dec,LaLiga,1,1/22/12,A,FC Barcelona,Malaga CF,01:04:00,CF,51,00:03:00,Left-footed shot,Thiago,,Malaga CF,36.734167,4.426389
11-Dec,LaLiga,1,1/22/12,A,FC Barcelona,Malaga CF,01:04:00,CF,77,00:04:00,Left-footed shot,Pedro,,Malaga CF,36.734167,4.426389
11-Dec,LaLiga,22,02/04/2012 00:00,H,FC Barcelona,Real Sociedad,02:01:00,CF,72,02:00:00,Left-footed shot,Dani Alves,,FC Barcelona,41.380898,2.12282
11-Dec,UEFA Champions League,last 16,2/14/12,A,FC Barcelona,Bayer 04 Leverkusen,01:03:00,CF,88,01:03:00,Left-footed shot,Dani Alves,,Bayer 04 Leverkusen,51.038333,7.002222
11-Dec,LaLiga,24,2/19/12,H,FC Barcelona,Valencia CF,05:01:00,CF,21,01:01:00,Left-footed shot,,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,24,2/19/12,H,FC Barcelona,Valencia CF,05:01:00,CF,27,02:01:00,Tap-in,,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,24,2/19/12,H,FC Barcelona,Valencia CF,05:01:00,CF,75,03:01:00,Left-footed shot,Cristian Tello,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,24,2/19/12,H,FC Barcelona,Valencia CF,05:01:00,CF,84,04:01:00,Left-footed shot,Sergio Busquets,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,25,2/26/12,A,FC Barcelona,Atletico de Madrid,01:02:00,CF,79,01:02:00,Direct free kick,,,Atletico de Madrid,40.4925732,-3.899587
11-Dec,UEFA Champions League,last 16,03/07/2012 00:00,H,FC Barcelona,Bayer 04 Leverkusen,07:01:00,CF,25,01:00:00,Left-footed shot,Xavi,,FC Barcelona,41.380898,2.12282
11-Dec,UEFA Champions League,last 16,03/07/2012 00:00,H,FC Barcelona,Bayer 04 Leverkusen,07:01:00,CF,42,02:00:00,Left-footed shot,Andres Iniesta,,FC Barcelona,41.380898,2.12282
11-Dec,UEFA Champions League,last 16,03/07/2012 00:00,H,FC Barcelona,Bayer 04 Leverkusen,07:01:00,CF,50,03:00:00,Right-footed shot,Cesc Fabregas,,FC Barcelona,41.380898,2.12282
11-Dec,UEFA Champions League,last 16,03/07/2012 00:00,H,FC Barcelona,Bayer 04 Leverkusen,07:01:00,CF,58,05:00:00,Left-footed shot,,,FC Barcelona,41.380898,2.12282
11-Dec,UEFA Champions League,last 16,03/07/2012 00:00,H,FC Barcelona,Bayer 04 Leverkusen,07:01:00,CF,85,07:00:00,Left-footed shot,Seydou Keita,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,27,03/11/2012 00:00,A,FC Barcelona,Racing Santander,00:02:00,CF,28,00:01:00,Left-footed shot,Cesc Fabregas,,Racing Santander,43.4619442,-3.8462334
11-Dec,LaLiga,27,03/11/2012 00:00,A,FC Barcelona,Racing Santander,00:02:00,CF,55,00:02:00,Penalty,,,Racing Santander,43.4619442,-3.8462334
11-Dec,LaLiga,28,3/17/12,A,FC Barcelona,Sevilla FC,00:02:00,CF,25,00:02:00,Left-footed shot,Andres Iniesta,,Sevilla FC,37.3886303,-5.9953403
11-Dec,LaLiga,29,3/20/12,H,FC Barcelona,Granada CF,05:03:00,CF,16,02:00:00,Left-footed shot,Isaac Cuenca,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,29,3/20/12,H,FC Barcelona,Granada CF,05:03:00,CF,66,03:02:00,Left-footed shot,Dani Alves,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,29,3/20/12,H,FC Barcelona,Granada CF,05:03:00,CF,85,05:02:00,Left-footed shot,Dani Alves,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,30,3/24/12,A,FC Barcelona,RCD Mallorca,00:02:00,CF,25,00:01:00,Direct free kick,,,RCD Mallorca,39.5698469,2.6494492
11-Dec,LaLiga,31,3/31/12,H,FC Barcelona,Athletic Bilbao,02:00:00,CF,57,02:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
11-Dec,UEFA Champions League,Quarter-Finals,04/03/2012 00:00,H,FC Barcelona,AC Milan,03:01:00,RW,11,01:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
11-Dec,UEFA Champions League,Quarter-Finals,04/03/2012 00:00,H,FC Barcelona,AC Milan,03:01:00,RW,42,02:01:00,Penalty,,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,32,04/07/2012 00:00,A,FC Barcelona,Real Zaragoza,01:04:00,CF,39,01:02:00,Left-footed shot,Alexis Sanchez,,Real Zaragoza,41.6557975,-0.8795481
11-Dec,LaLiga,32,04/07/2012 00:00,A,FC Barcelona,Real Zaragoza,01:04:00,CF,86,01:03:00,Penalty,,,Real Zaragoza,41.6557975,-0.8795481
11-Dec,LaLiga,33,04/10/2012 00:00,H,FC Barcelona,Getafe CF,04:00:00,CF,44,02:00:00,Left-footed shot,Andres Iniesta,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,34,4/14/12,A,FC Barcelona,Levante UD,01:02:00,CF,64,01:01:00,Left-footed shot,Alexis Sanchez,,Levante UD,39.4703751,-0.370525
11-Dec,LaLiga,34,4/14/12,A,FC Barcelona,Levante UD,01:02:00,CF,73,01:02:00,Penalty,,,Levante UD,39.4703751,-0.370525
11-Dec,LaLiga,36,4/29/12,A,FC Barcelona,Rayo Vallecano,00:07:00,CF,16,00:01:00,Left-footed shot,Pedro,,Rayo Vallecano,40.3770911,-3.6140329
11-Dec,LaLiga,36,4/29/12,A,FC Barcelona,Rayo Vallecano,00:07:00,CF,88,00:07:00,Left-footed shot,Pedro,,Rayo Vallecano,40.3770911,-3.6140329
11-Dec,LaLiga,20,05/02/2012 00:00,H,FC Barcelona,Malaga CF,04:01:00,CF,34,02:01:00,Penalty,,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,20,05/02/2012 00:00,H,FC Barcelona,Malaga CF,04:01:00,CF,60,03:01:00,Penalty,,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,20,05/02/2012 00:00,H,FC Barcelona,Malaga CF,04:01:00,CF,63,04:01:00,Left-footed shot,Andres Iniesta,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,37,05/05/2012 00:00,H,FC Barcelona,RCD Espanyol Barcelona,04:00:00,CF,11,01:00:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,37,05/05/2012 00:00,H,FC Barcelona,RCD Espanyol Barcelona,04:00:00,CF,63,02:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,37,05/05/2012 00:00,H,FC Barcelona,RCD Espanyol Barcelona,04:00:00,CF,73,03:00:00,Left-footed shot,Adriano,,FC Barcelona,41.380898,2.12282
11-Dec,LaLiga,37,05/05/2012 00:00,H,FC Barcelona,RCD Espanyol Barcelona,04:00:00,CF,78,04:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
11-Dec,Copa del Rey,Final,5/25/12,H,FC Barcelona,Athletic Bilbao,03:00:00,CF,20,02:00:00,Right-footed shot,Andres Iniesta,,FC Barcelona,41.380898,2.12282
Dec-13,LaLiga,1,8/19/12,H,FC Barcelona,Real Sociedad,05:01:00,CF,10,02:01:00,Left-footed shot,Pedro,,FC Barcelona,41.380898,2.12282
Dec-13,LaLiga,1,8/19/12,H,FC Barcelona,Real Sociedad,05:01:00,CF,15,03:01:00,Left-footed shot,Cristian Tello,,FC Barcelona,41.380898,2.12282
Dec-13,Supercopa,final,8/23/12,H,FC Barcelona,Real Madrid,03:02:00,CF,60,02:01:00,Penalty,,,FC Barcelona,41.380898,2.12282
Dec-13,LaLiga,2,8/26/12,A,FC Barcelona,CA Osasuna,01:02:00,CF,74,01:01:00,Left-footed shot,Alexis Sanchez,,CA Osasuna,42.7966736,-1.6371255
Dec-13,LaLiga,2,8/26/12,A,FC Barcelona,CA Osasuna,01:02:00,CF,79,01:02:00,Left-footed shot,Jordi Alba,,CA Osasuna,42.7966736,-1.6371255
Dec-13,Supercopa,final,8/29/12,A,FC Barcelona,Real Madrid,02:01:00,CF,45,02:01:00,Direct free kick,,,Real Madrid,40.4199798,-3.7035925
Dec-13,LaLiga,4,9/15/12,A,FC Barcelona,Getafe CF,01:04:00,CF,74,00:02:00,Penalty,,,Getafe CF,40.3241172,-3.7109638
Dec-13,LaLiga,4,9/15/12,A,FC Barcelona,Getafe CF,01:04:00,CF,78,00:03:00,Left-footed shot,Pedro,,Getafe CF,40.3241172,-3.7109638
Dec-13,UEFA Champions League,Group Stage,9/19/12,H,FC Barcelona,Spartak Moscow,03:02:00,CF,71,02:02:00,Left-footed shot,Cristian Tello,,FC Barcelona,41.380898,2.12282
Dec-13,UEFA Champions League,Group Stage,9/19/12,H,FC Barcelona,Spartak Moscow,03:02:00,CF,80,03:02:00,Header,Alexis Sanchez,,FC Barcelona,41.380898,2.12282
Dec-13,LaLiga,7,10/07/2012 00:00,H,FC Barcelona,Real Madrid,02:02:00,CF,31,01:01:00,Left-footed shot,,,FC Barcelona,41.380898,2.12282
Dec-13,LaLiga,7,10/07/2012 00:00,H,FC Barcelona,Real Madrid,02:02:00,CF,60,02:01:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
Dec-13,LaLiga,8,10/20/12,A,FC Barcelona,Deportivo de La Coruaa,04:05:00,CF,17,00:03:00,Left-footed shot,Cesc Fabregas,,Deportivo de La Coruaa,43.3687,-8.4175
Dec-13,LaLiga,8,10/20/12,A,FC Barcelona,Deportivo de La Coruaa,04:05:00,CF,43,02:04:00,Left-footed shot,Cesc Fabregas,,Deportivo de La Coruaa,43.3687,-8.4175
Dec-13,LaLiga,8,10/20/12,A,FC Barcelona,Deportivo de La Coruaa,04:05:00,CF,76,03:05:00,Left-footed shot,Xavi,,Deportivo de La Coruaa,43.3687,-8.4175
Dec-13,LaLiga,9,10/27/12,A,FC Barcelona,Rayo Vallecano,00:05:00,CF,48,00:02:00,Left-footed shot,Marta Montoya,,Rayo Vallecano,40.3770911,-3.6140329
Dec-13,LaLiga,9,10/27/12,A,FC Barcelona,Rayo Vallecano,00:05:00,CF,89,00:05:00,Right-footed shot,Cesc Fabregas,,Rayo Vallecano,40.3770911,-3.6140329
Dec-13,UEFA Champions League,Group Stage,11/07/2012 00:00,A,FC Barcelona,Celtic FC,02:01:00,CF,90+1,02:01:00,Tap-in,,,Celtic FC,55.85,-4.206
Dec-13,LaLiga,11,11/11/2012 00:00,A,FC Barcelona,RCD Mallorca,02:04:00,CF,43,00:02:00,Left-footed shot,Sergio Busquets,,RCD Mallorca,39.5698469,2.6494492
Dec-13,LaLiga,11,11/11/2012 00:00,A,FC Barcelona,RCD Mallorca,02:04:00,CF,70,02:04:00,Left-footed shot,Alexis Sanchez,,RCD Mallorca,39.5698469,2.6494492
Dec-13,LaLiga,12,11/17/12,H,FC Barcelona,Real Zaragoza,03:01:00,CF,15,01:00:00,Left-footed shot,Jordi Alba,,FC Barcelona,41.380898,2.12282
Dec-13,LaLiga,12,11/17/12,H,FC Barcelona,Real Zaragoza,03:01:00,CF,60,03:01:00,Left-footed shot,Marta Montoya,,FC Barcelona,41.380898,2.12282
Dec-13,UEFA Champions League,Group Stage,11/20/12,A,FC Barcelona,Spartak Moscow,00:03:00,CF,27,00:02:00,Right-footed shot,,,Spartak Moscow,55.817778,37.440278
Dec-13,UEFA Champions League,Group Stage,11/20/12,A,FC Barcelona,Spartak Moscow,00:03:00,CF,39,00:03:00,Left-footed shot,Pedro,,Spartak Moscow,55.817778,37.440278
Dec-13,LaLiga,13,11/25/12,A,FC Barcelona,Levante UD,00:04:00,CF,46,00:01:00,Left-footed shot,Andres Iniesta,,Levante UD,39.4703751,-0.370525
Dec-13,LaLiga,13,11/25/12,A,FC Barcelona,Levante UD,00:04:00,CF,51,00:02:00,Left-footed shot,Andres Iniesta,,Levante UD,39.4703751,-0.370525
Dec-13,LaLiga,14,12/01/2012 00:00,H,FC Barcelona,Athletic Bilbao,05:01:00,CF,24,02:00:00,Left-footed shot,Xavi,,FC Barcelona,41.380898,2.12282
Dec-13,LaLiga,14,12/01/2012 00:00,H,FC Barcelona,Athletic Bilbao,05:01:00,CF,69,05:01:00,Right-footed shot,Pedro,,FC Barcelona,41.380898,2.12282
Dec-13,LaLiga,15,12/09/2012 00:00,A,FC Barcelona,Real Betis Balompie,01:02:00,CF,16,00:01:00,Left-footed shot,Andres Iniesta,,Real Betis Balompie,37.3083683,-5.9480744
Dec-13,LaLiga,15,12/09/2012 00:00,A,FC Barcelona,Real Betis Balompie,01:02:00,CF,25,00:02:00,Left-footed shot,Andres Iniesta,,Real Betis Balompie,37.3083683,-5.9480744
Dec-13,Copa del Rey,last 16,12/12/2012 00:00,A,FC Barcelona,CÃƒÂ³rdoba CF,00:02:00,CF,10,00:01:00,Left-footed shot,David Villa,,CÃƒÂ³rdoba CF,37.8722944,-4.7646417
Dec-13,Copa del Rey,last 16,12/12/2012 00:00,A,FC Barcelona,CÃƒÂ³rdoba CF,00:02:00,CF,73,00:02:00,Left-footed shot,Alexis Sanchez,,CÃƒÂ³rdoba CF,37.8722944,-4.7646417
Dec-13,LaLiga,16,12/16/12,H,FC Barcelona,Atletico de Madrid,04:01:00,CF,58,03:01:00,Left-footed shot,Alexis Sanchez,,FC Barcelona,41.380898,2.12282
Dec-13,LaLiga,16,12/16/12,H,FC Barcelona,Atletico de Madrid,04:01:00,CF,88,04:01:00,Left-footed shot,,,FC Barcelona,41.380898,2.12282
Dec-13,LaLiga,17,12/22/12,A,FC Barcelona,Real Valladolid CF,01:03:00,CF,59,00:02:00,Left-footed shot,Xavi,,Real Valladolid CF,41.644444,-4.761111
Dec-13,LaLiga,18,01/06/2013 00:00,H,FC Barcelona,RCD Espanyol Barcelona,04:00:00,CF,28,04:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
Dec-13,LaLiga,19,1/13/13,A,FC Barcelona,Malaga CF,01:03:00,CF,26,00:01:00,Right-footed shot,,,Malaga CF,36.734167,?4.426389
Dec-13,Copa del Rey,Quarter-Finals,1/16/13,H,FC Barcelona,Malaga CF,02:02:00,CF,29,01:01:00,Left-footed shot,,,FC Barcelona,41.380898,2.12282
Dec-13,LaLiga,20,1/19/13,A,FC Barcelona,Real Sociedad,03:02:00,CF,6,00:01:00,Left-footed shot,Andres Iniesta,,Real Sociedad,43.3078904,-1.9742817
Dec-13,Copa del Rey,Quarter-Finals,1/24/13,A,FC Barcelona,Malaga CF,02:04:00,CF,79,02:04:00,Header,Dani Alves,,Malaga CF,36.734167,4.426389
Dec-13,LaLiga,21,1/27/13,H,FC Barcelona,CA Osasuna,05:01:00,CF,11,01:00:00,Right-footed shot,Xavi,,FC Barcelona,41.380898,2.12282
Dec-13,LaLiga,21,1/27/13,H,FC Barcelona,CA Osasuna,05:01:00,CF,28,02:01:00,Penalty,,,FC Barcelona,41.380898,2.12282
Dec-13,LaLiga,21,1/27/13,H,FC Barcelona,CA Osasuna,05:01:00,CF,56,04:01:00,Left-footed shot,David Villa,,FC Barcelona,41.380898,2.12282
Dec-13,LaLiga,21,1/27/13,H,FC Barcelona,CA Osasuna,05:01:00,CF,58,05:01:00,Left-footed shot,Adriano,,FC Barcelona,41.380898,2.12282
Dec-13,LaLiga,22,02/03/2013 00:00,A,FC Barcelona,Valencia CF,01:01:00,CF,39,01:01:00,Penalty,,,Valencia CF,39.4690398,-0.3766507
Dec-13,LaLiga,23,02/10/2013 00:00,H,FC Barcelona,Getafe CF,06:01:00,CF,13,02:00:00,Left-footed shot,Thiago,,FC Barcelona,41.380898,2.12282
Dec-13,LaLiga,24,2/16/13,A,FC Barcelona,Granada CF,01:02:00,CF,49,01:01:00,Left-footed shot,,,Granada CF,37.1736374,-3.5993469
Dec-13,LaLiga,24,2/16/13,A,FC Barcelona,Granada CF,01:02:00,CF,72,01:02:00,Direct free kick,,,Granada CF,37.1736374,-3.5993469
Dec-13,LaLiga,25,2/23/13,H,FC Barcelona,Sevilla FC,02:01:00,CF,60,02:01:00,Left-footed shot,Cristian Tello,,FC Barcelona,41.380898,2.12282
Dec-13,LaLiga,26,03/02/2013 00:00,A,FC Barcelona,Real Madrid,02:01:00,CF,18,01:01:00,Left-footed shot,Dani Alves,,Real Madrid,40.4199798,-3.7035925
Dec-13,LaLiga,27,03/09/2013 00:00,H,FC Barcelona,Deportivo de La Coruaa,02:00:00,CF,88,02:00:00,Left-footed shot,Alexis Sanchez,,FC Barcelona,41.380898,2.12282
Dec-13,UEFA Champions League,last 16,03/12/2013 00:00,H,FC Barcelona,AC Milan,04:00:00,CF,5,01:00:00,Left-footed shot,Xavi,,FC Barcelona,41.380898,2.12282
Dec-13,UEFA Champions League,last 16,03/12/2013 00:00,H,FC Barcelona,AC Milan,04:00:00,CF,40,02:00:00,Left-footed shot,Andres Iniesta,,FC Barcelona,41.380898,2.12282
Dec-13,LaLiga,28,3/17/13,H,FC Barcelona,Rayo Vallecano,03:01:00,CF,40,02:00:00,Left-footed shot,David Villa,,FC Barcelona,41.380898,2.12282
Dec-13,LaLiga,28,3/17/13,H,FC Barcelona,Rayo Vallecano,03:01:00,CF,57,03:00:00,Left-footed shot,David Villa,,FC Barcelona,41.380898,2.12282
Dec-13,LaLiga,29,3/30/13,A,FC Barcelona,Celta de Vigo,02:02:00,CF ,73,01:02:00,Left-footed shot,Cristian Tello,,Celta de Vigo,42.2127744,-8.7372567
Dec-13,UEFA Champions League,Quarter-Finals,04/02/2013 00:00,A,FC Barcelona,Paris Saint-Germain,02:02:00,CF,38,00:01:00,Left-footed shot,Dani Alves,,Paris Saint-Germain,48.8414,2.2531
Dec-13,LaLiga,33,4/27/13,A,FC Barcelona,Athletic Bilbao,02:02:00,CF,67,01:01:00,Left-footed shot,Thiago,,Athletic Bilbao,43.2625346,-2.9466836
Dec-13,LaLiga,34,05/05/2013 00:00,H,FC Barcelona,Real Betis Balompie,04:02:00,CF,60,03:02:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
Dec-13,LaLiga,34,05/05/2013 00:00,H,FC Barcelona,Real Betis Balompie,04:02:00,CF,71,04:02:00,Left-footed shot,Alexis Sanchez,,FC Barcelona,41.380898,2.12282
13/14,LaLiga,1,8/18/13,H,FC Barcelona,Levante UD,07:00:00,CF,13,02:00:00,Left-footed shot,Pedro,,FC Barcelona,41.380898,2.12282
