Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,At_score,Type,Goal_assist,Unnamed: 13,estadio,Latitud,Longitud
16/17,UEFA Champions League,Group Stage,11/01/2016 00:00,A,FC Barcelona,Manchester City,03:01:00,RW ,21,00:01:00,Left-footed shot,Neymar,,Manchester City,53.483135,-2.200941
16/17,LaLiga,11,11/06/2016 00:00,A,FC Barcelona,Sevilla FC,01:02:00,RW ,43,01:01:00,Left-footed shot,Neymar,,Sevilla FC,37.3886303,-5.9953403
16/17,UEFA Champions League,Group Stage,11/23/16,A,FC Barcelona,Celtic FC,00:02:00,RW ,24,00:01:00,Left-footed shot,Neymar,,Celtic FC,55.85,-4.206
16/17,UEFA Champions League,Group Stage,11/23/16,A,FC Barcelona,Celtic FC,00:02:00,RW ,55,00:02:00,Penalty,,,Celtic FC,55.85,-4.206
16/17,LaLiga,13,11/27/16,A,FC Barcelona,Real Sociedad,01:01:00,RW ,59,01:01:00,Left-footed shot,Neymar,,Real Sociedad,43.3078904,-1.9742817
16/17,UEFA Champions League,Group Stage,12/06/2016 00:00,H,FC Barcelona,Borussia MÃƒÂ¶nchengladbach,04:00:00,RW,16,01:00:00,Left-footed shot,Arda Turan,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,15,12/10/2016 00:00,A,FC Barcelona,CA Osasuna,00:03:00,RW,72,00:02:00,Left-footed shot,Jordi Alba,,CA Osasuna,42.7966736,-1.6371255
16/17,LaLiga,15,12/10/2016 00:00,A,FC Barcelona,CA Osasuna,00:03:00,RW,90+2,00:03:00,Left-footed shot,Sergio Busquets,,CA Osasuna,42.7966736,-1.6371255
16/17,LaLiga,16,12/18/16,H,FC Barcelona,RCD Espanyol Barcelona,04:01:00,RW,90,04:01:00,Left-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
16/17,Copa del Rey,last 16,01/05/2017 00:00,A,FC Barcelona,Athletic Bilbao,02:01:00,RW,52,02:01:00,Direct free kick,,,Athletic Bilbao,43.2625346,-2.9466836
16/17,LaLiga,17,01/08/2017 00:00,A,FC Barcelona,Villarreal CF,01:01:00,RW,90,01:01:00,Direct free kick,,,Villarreal CF,39.9442083,0.1034047
16/17,Copa del Rey,last 16,01/11/2017 00:00,H,FC Barcelona,Athletic Bilbao,03:01:00,RW,78,03:01:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,18,1/14/17,H,FC Barcelona,UD Las Palmas,05:00:00,RW ,52,02:00:00,Right-footed shot,,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,19,1/22/17,A,FC Barcelona,SD Eibar,00:04:00,RW ,50,00:02:00,Left-footed shot,Luis Suarez,,SD Eibar,43.184167,-2.473333
16/17,Copa del Rey,Quarter-Finals,1/26/17,H,FC Barcelona,Real Sociedad,05:02:00,RW ,55,02:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
16/17,Copa del Rey,Semi-Finals,02/01/2017 00:00,A,FC Barcelona,Atletico de Madrid,01:02:00,RW ,33,00:02:00,Left-footed shot,Ivan Rakitic,,Atletico de Madrid,40.4925732,-3.899587
16/17,LaLiga,21,02/04/2017 00:00,H,FC Barcelona,Athletic Bilbao,03:00:00,RW ,40,02:00:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,22,02/11/2017 00:00,A,FC Barcelona,Deportivo Alaves,00:06:00,RW ,59,00:03:00,Left-footed shot,Neymar,,Deportivo Alaves,42.8466909,-2.6728083
16/17,LaLiga,23,2/19/17,H,FC Barcelona,CD Leganes,02:01:00,RW,4,01:00:00,Right-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,23,2/19/17,H,FC Barcelona,CD Leganes,02:01:00,RW,90,02:01:00,Penalty,,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,24,2/26/17,A,FC Barcelona,Atletico de Madrid,01:02:00,RW,86,01:02:00,Left-footed shot,,,Atletico de Madrid,40.4925732,-3.899587
16/17,LaLiga,25,03/01/2017 00:00,H,FC Barcelona,Sporting GijÃƒÂ³n,06:01:00,RW ,9,01:00:00,Header,Javier Mascherano,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,26,03/04/2017 00:00,H,FC Barcelona,Celta de Vigo,05:00:00,AM ,24,01:00:00,Left-footed shot,Sergio Busquets,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,26,03/04/2017 00:00,H,FC Barcelona,Celta de Vigo,05:00:00,AM ,64,05:00:00,Left-footed shot,,,FC Barcelona,41.380898,2.12282
16/17,UEFA Champions League,last 16,03/08/2017 00:00,H,FC Barcelona,Paris Saint-Germain,06:01:00,AM,50,03:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,28,3/19/17,H,FC Barcelona,Valencia CF,04:02:00,AM,45,02:01:00,Penalty,,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,28,3/19/17,H,FC Barcelona,Valencia CF,04:02:00,AM,53,03:02:00,Right-footed shot,Javier Mascherano,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,30,04/05/2017 00:00,H,FC Barcelona,Sevilla FC,03:00:00,RW,28,02:00:00,Right-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,30,04/05/2017 00:00,H,FC Barcelona,Sevilla FC,03:00:00,RW,33,03:00:00,Left-footed shot,,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,32,4/15/17,H,FC Barcelona,Real Sociedad,03:02:00,RW ,17,01:00:00,Left-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,32,4/15/17,H,FC Barcelona,Real Sociedad,03:02:00,RW ,37,02:00:00,Tap-in,,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,33,4/23/17,A,FC Barcelona,Real Madrid,02:03:00,RW,33,01:01:00,Left-footed shot,Ivan Rakitic,,Real Madrid,40.4199798,-3.7035925
16/17,LaLiga,33,4/23/17,A,FC Barcelona,Real Madrid,02:03:00,RW,90+2,02:03:00,Left-footed shot,Jordi Alba,,Real Madrid,40.4199798,-3.7035925
16/17,LaLiga,34,4/26/17,H,FC Barcelona,CA Osasuna,07:01:00,AM ,12,01:00:00,Left-footed shot,,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,34,4/26/17,H,FC Barcelona,CA Osasuna,07:01:00,AM ,61,04:01:00,Left-footed shot,Ivan Rakitic,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,36,05/06/2017 00:00,H,FC Barcelona,Villarreal CF,04:01:00,RW,45,02:01:00,Left-footed shot,Sergio Busquets,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,36,05/06/2017 00:00,H,FC Barcelona,Villarreal CF,04:01:00,RW,82,04:01:00,Penalty,,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,38,5/21/17,H,FC Barcelona,SD Eibar,04:02:00,RW,75,03:02:00,Penalty,,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,38,5/21/17,H,FC Barcelona,SD Eibar,04:02:00,RW,90+2,04:02:00,Right-footed shot,,,FC Barcelona,41.380898,2.12282
16/17,Copa del Rey,Final,5/27/17,H,FC Barcelona,Deportivo Alaves,03:01:00,RW,30,01:00:00,Left-footed shot,Neymar,,FC Barcelona,41.380898,2.12282
17/18,Supercopa,final,8/13/17,H,FC Barcelona,Real Madrid,01:03:00,RW,77,01:01:00,Penalty,,,FC Barcelona,41.380898,2.12282
17/18,LaLiga,2,8/26/17,A,FC Barcelona,Deportivo Alaves,00:02:00,CF,55,00:01:00,Left-footed shot,Jordi Alba,,Deportivo Alaves,42.8466909,-2.6728083
17/18,LaLiga,2,8/26/17,A,FC Barcelona,Deportivo Alaves,00:02:00,CF,66,00:02:00,Left-footed shot,Paco Alcacer,,Deportivo Alaves,42.8466909,-2.6728083
17/18,LaLiga,3,09/09/2017 00:00,H,FC Barcelona,RCD Espanyol Barcelona,05:00:00,CF,26,01:00:00,Left-footed shot,Ivan Rakitic,,FC Barcelona,41.380898,2.12282
17/18,LaLiga,3,09/09/2017 00:00,H,FC Barcelona,RCD Espanyol Barcelona,05:00:00,CF,35,02:00:00,Right-footed shot,Jordi Alba,,FC Barcelona,41.380898,2.12282
17/18,LaLiga,3,09/09/2017 00:00,H,FC Barcelona,RCD Espanyol Barcelona,05:00:00,CF,67,03:00:00,Left-footed shot,Jordi Alba,,FC Barcelona,41.380898,2.12282
17/18,UEFA Champions League,Group Stage,09/12/2017 00:00,H,FC Barcelona,Juventus FC,03:00:00,CF,45,01:00:00,Left-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
17/18,UEFA Champions League,Group Stage,09/12/2017 00:00,H,FC Barcelona,Juventus FC,03:00:00,CF,69,03:00:00,Left-footed shot,,,FC Barcelona,41.380898,2.12282
17/18,LaLiga,5,9/19/17,H,FC Barcelona,SD Eibar,06:01:00,CF,21,01:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
17/18,LaLiga,5,9/19/17,H,FC Barcelona,SD Eibar,06:01:00,CF,59,04:01:00,Left-footed shot,Sergio Busquets,,FC Barcelona,41.380898,2.12282
17/18,LaLiga,5,9/19/17,H,FC Barcelona,SD Eibar,06:01:00,CF,62,05:01:00,Left-footed shot,Paulinho,,FC Barcelona,41.380898,2.12282
17/18,LaLiga,5,9/19/17,H,FC Barcelona,SD Eibar,06:01:00,CF,87,06:01:00,Left-footed shot,Aleix Vidal,,FC Barcelona,41.380898,2.12282
17/18,LaLiga,7,10/01/2017 00:00,H,FC Barcelona,UD Las Palmas,03:00:00,SS,70,02:00:00,Left-footed shot,Denis Suarez,,FC Barcelona,41.380898,2.12282
17/18,LaLiga,7,10/01/2017 00:00,H,FC Barcelona,UD Las Palmas,03:00:00,SS,77,03:00:00,Left-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
17/18,UEFA Champions League,Group Stage,10/18/17,H,FC Barcelona,Olympiacos Piraeus,03:01:00,CF,61,02:00:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
17/18,LaLiga,10,10/28/17,A,FC Barcelona,Athletic Bilbao,00:02:00,SS ,37,00:01:00,Left-footed shot,Jordi Alba,,Athletic Bilbao,43.2625346,-2.9466836
17/18,LaLiga,14,12/02/2017 00:00,H,FC Barcelona,Celta de Vigo,02:02:00,SS,22,01:01:00,Left-footed shot,Paulinho,,FC Barcelona,41.380898,2.12282
17/18,LaLiga,15,12/10/2017 00:00,A,FC Barcelona,Villarreal CF,00:02:00,RW ,83,00:02:00,Left-footed shot,Sergio Busquets,,Villarreal CF,39.9442083,0.1034047
17/18,LaLiga,17,12/23/17,A,FC Barcelona,Real Madrid,00:03:00,SS,64,00:02:00,Penalty,,,Real Madrid,40.4199798,-3.7035925
17/18,LaLiga,18,01/07/2018 00:00,H,FC Barcelona,Levante UD,03:00:00,SS,12,01:00:00,Left-footed shot,Jordi Alba,,FC Barcelona,41.380898,2.12282
17/18,Copa del Rey,last 16,01/11/2018 00:00,H,FC Barcelona,Celta de Vigo,05:00:00,SS,13,01:00:00,Left-footed shot,Jordi Alba,,FC Barcelona,41.380898,2.12282
17/18,Copa del Rey,last 16,01/11/2018 00:00,H,FC Barcelona,Celta de Vigo,05:00:00,SS,15,02:00:00,Left-footed shot,Jordi Alba,,FC Barcelona,41.380898,2.12282
17/18,LaLiga,19,1/14/18,A,FC Barcelona,Real Sociedad,02:04:00,SS ,85,02:04:00,Direct free kick,,,Real Sociedad,43.3078904,-1.9742817
17/18,LaLiga,20,1/21/18,A,FC Barcelona,Real Betis Balompie,00:05:00,SS ,64,00:02:00,Left-footed shot,Sergio Busquets,,Real Betis Balompie,37.3083683,-5.9480744
17/18,LaLiga,20,1/21/18,A,FC Barcelona,Real Betis Balompie,00:05:00,SS ,80,00:04:00,Left-footed shot,Luis Suarez,,Real Betis Balompie,37.3083683,-5.9480744
17/18,Copa del Rey,Quarter-Finals,1/25/18,H,FC Barcelona,RCD Espanyol Barcelona,02:00:00,SS,25,02:00:00,Deflected shot on goal,,,FC Barcelona,41.380898,2.12282
17/18,LaLiga,21,1/28/18,H,FC Barcelona,Deportivo Alaves,02:01:00,SS,84,02:01:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
17/18,UEFA Champions League,last 16,2/20/18,A,FC Barcelona,Chelsea FC,01:01:00,SS,75,01:01:00,Left-footed shot,Andres Iniesta,,Chelsea FC,51.481834,-0.19139
17/18,LaLiga,25,2/24/18,H,FC Barcelona,Girona FC,06:01:00,SS ,30,02:01:00,Left-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
17/18,LaLiga,25,2/24/18,H,FC Barcelona,Girona FC,06:01:00,SS ,36,03:01:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
17/18,LaLiga,26,03/01/2018 00:00,A,FC Barcelona,UD Las Palmas,01:01:00,SS,21,00:01:00,Direct free kick,,,UD Las Palmas,28.0022551,-15.4057081
17/18,LaLiga,27,03/04/2018 00:00,H,FC Barcelona,Atletico de Madrid,01:00:00,SS,26,01:00:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
17/18,UEFA Champions League,last 16,3/14/18,H,FC Barcelona,Chelsea FC,03:00:00,SS,3,01:00:00,Right-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
17/18,UEFA Champions League,last 16,3/14/18,H,FC Barcelona,Chelsea FC,03:00:00,SS,63,03:00:00,Left-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
17/18,LaLiga,29,3/18/18,H,FC Barcelona,Athletic Bilbao,02:00:00,SS ,30,02:00:00,Left-footed shot,Ousmane Dembele,,FC Barcelona,41.380898,2.12282
17/18,LaLiga,30,3/31/18,A,FC Barcelona,Sevilla FC,02:02:00,RW,89,02:02:00,Left-footed shot,Philippe Coutinho,,Sevilla FC,37.3886303,-5.9953403
17/18,LaLiga,31,04/07/2018 00:00,H,FC Barcelona,CD Leganes,03:01:00,SS ,27,01:00:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
17/18,LaLiga,31,04/07/2018 00:00,H,FC Barcelona,CD Leganes,03:01:00,SS ,32,02:00:00,Left-footed shot,Philippe Coutinho,,FC Barcelona,41.380898,2.12282
17/18,LaLiga,31,04/07/2018 00:00,H,FC Barcelona,CD Leganes,03:01:00,SS ,87,03:01:00,Left-footed shot,Ousmane Dembele,,FC Barcelona,41.380898,2.12282
17/18,Copa del Rey,Final,4/21/18,A,FC Barcelona,Sevilla FC,00:05:00,SS,31,00:02:00,Left-footed shot,Jordi Alba,,Sevilla FC,37.3886303,-5.9953403
17/18,LaLiga,35,4/29/18,A,FC Barcelona,Deportivo de La Coruaa,02:04:00,CF ,38,00:02:00,Left-footed shot,Luis Suarez,,Deportivo de La Coruaa,43.3687,-8.4175
17/18,LaLiga,35,4/29/18,A,FC Barcelona,Deportivo de La Coruaa,02:04:00,CF ,82,02:03:00,Right-footed shot,Luis Suarez,,Deportivo de La Coruaa,43.3687,-8.4175
17/18,LaLiga,35,4/29/18,A,FC Barcelona,Deportivo de La Coruaa,02:04:00,CF ,85,02:04:00,Left-footed shot,Luis Suarez,,Deportivo de La Coruaa,43.3687,-8.4175
17/18,LaLiga,36,05/06/2018 00:00,H,FC Barcelona,Real Madrid,02:02:00,SS,52,02:01:00,Left-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
17/18,LaLiga,34,05/09/2018 00:00,H,FC Barcelona,Villarreal CF,05:01:00,CF,45,03:00:00,Left-footed shot,Andres Iniesta,,FC Barcelona,41.380898,2.12282
18/19,LaLiga,1,8/18/18,H,FC Barcelona,Deportivo Alaves,03:00:00,RW ,64,01:00:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
18/19,LaLiga,1,8/18/18,H,FC Barcelona,Deportivo Alaves,03:00:00,RW ,90+2,03:00:00,Left-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
18/19,LaLiga,3,09/02/2018 00:00,H,FC Barcelona,SD Huesca,08:02:00,RW ,16,01:01:00,Right-footed shot,Ivan Rakitic,,FC Barcelona,41.380898,2.12282
18/19,LaLiga,3,09/02/2018 00:00,H,FC Barcelona,SD Huesca,08:02:00,RW ,61,06:02:00,Left-footed shot,Philippe Coutinho,,FC Barcelona,41.380898,2.12282
18/19,UEFA Champions League,Group Stage,9/18/18,H,FC Barcelona,PSV Eindhoven,04:00:00,RW ,31,01:00:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
18/19,UEFA Champions League,Group Stage,9/18/18,H,FC Barcelona,PSV Eindhoven,04:00:00,RW ,77,03:00:00,Left-footed shot,Ivan Rakitic,,FC Barcelona,41.380898,2.12282
18/19,UEFA Champions League,Group Stage,9/18/18,H,FC Barcelona,PSV Eindhoven,04:00:00,RW ,87,04:00:00,Right-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
18/19,LaLiga,5,9/23/18,H,FC Barcelona,Girona FC,02:02:00,RW ,19,01:00:00,Left-footed shot,Arturo Vidal,,FC Barcelona,41.380898,2.12282
18/19,UEFA Champions League,Group Stage,10/03/2018 00:00,A,FC Barcelona,Tottenham Hotspur,02:04:00,RW ,56,01:03:00,Left-footed shot,Jordi Alba,,Tottenham Hotspur,51.604252,0.067007
18/19,UEFA Champions League,Group Stage,10/03/2018 00:00,A,FC Barcelona,Tottenham Hotspur,02:04:00,RW ,90,02:04:00,Left-footed shot,Jordi Alba,,Tottenham Hotspur,51.604252,0.067007
18/19,LaLiga,8,10/07/2018 00:00,A,FC Barcelona,Valencia CF,01:01:00,RW ,23,01:01:00,Left-footed shot,Luis Suarez,,Valencia CF,39.4690398,-0.3766507
18/19,LaLiga,9,10/20/18,H,FC Barcelona,Sevilla FC,04:02:00,RW ,12,02:00:00,Left-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
18/19,LaLiga,12,11/11/2018 00:00,H,FC Barcelona,Real Betis Balompie,03:04:00,SS ,68,01:02:00,Penalty,,,FC Barcelona,41.380898,2.12282
18/19,LaLiga,12,11/11/2018 00:00,H,FC Barcelona,Real Betis Balompie,03:04:00,SS ,90+4,03:04:00,Left-footed shot,Arturo Vidal,,FC Barcelona,41.380898,2.12282
18/19,UEFA Champions League,Group Stage,11/28/18,A,FC Barcelona,PSV Eindhoven,01:02:00,CF ,61,00:01:00,Left-footed shot,Ousmane Dembele,,PSV Eindhoven,51.441667,5.4675
18/19,LaLiga,15,12/08/2018 00:00,A,FC Barcelona,RCD Espanyol Barcelona,00:04:00,RW ,17,00:01:00,Direct free kick,,,RCD Espanyol Barcelona,41.4260382,2.2119056
18/19,LaLiga,15,12/08/2018 00:00,A,FC Barcelona,RCD Espanyol Barcelona,00:04:00,RW ,65,00:04:00,Direct free kick,,,RCD Espanyol Barcelona,41.4260382,2.2119056
18/19,LaLiga,16,12/16/18,A,FC Barcelona,Levante UD,00:05:00,SS ,43,00:02:00,Right-footed shot,Sergio Busquets,,Levante UD,39.4703751,-0.370525
18/19,LaLiga,16,12/16/18,A,FC Barcelona,Levante UD,00:05:00,SS ,47,00:03:00,Left-footed shot,,,Levante UD,39.4703751,-0.370525
18/19,LaLiga,16,12/16/18,A,FC Barcelona,Levante UD,00:05:00,SS ,60,00:04:00,Left-footed shot,Arturo Vidal,,Levante UD,39.4703751,-0.370525
18/19,LaLiga,17,12/22/18,H,FC Barcelona,Celta de Vigo,02:00:00,RW ,45,02:00:00,Left-footed shot,Jordi Alba,,FC Barcelona,41.380898,2.12282
18/19,LaLiga,18,01/06/2019 00:00,A,FC Barcelona,Getafe CF,01:02:00,RW ,20,00:01:00,Left-footed shot,,,Getafe CF,40.3241172,-3.7109638
18/19,LaLiga,19,1/13/19,H,FC Barcelona,SD Eibar,03:00:00,RW ,53,02:00:00,Left-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
18/19,Copa del Rey,last 16,1/17/19,H,FC Barcelona,Levante UD,03:00:00,CF ,54,03:00:00,Left-footed shot,Nelson Semedo,,FC Barcelona,41.380898,2.12282
18/19,LaLiga,20,1/20/19,H,FC Barcelona,CD Leganes,03:01:00,SS,90+2,03:01:00,Right-footed shot,Jordi Alba,,FC Barcelona,41.380898,2.12282
18/19,LaLiga,21,1/27/19,A,FC Barcelona,Girona FC,00:02:00,RW ,69,00:02:00,Left-footed shot,Jordi Alba,,Girona FC,41.9830808,2.8240006
18/19,Copa del Rey,Quarter-Finals,1/30/19,H,FC Barcelona,Sevilla FC,06:01:00,RW ,90+2,06:01:00,Left-footed shot,Jordi Alba,,FC Barcelona,41.380898,2.12282
18/19,LaLiga,22,02/02/2019 00:00,H,FC Barcelona,Valencia CF,02:02:00,RW ,39,01:02:00,Penalty,,,FC Barcelona,41.380898,2.12282
18/19,LaLiga,22,02/02/2019 00:00,H,FC Barcelona,Valencia CF,02:02:00,RW ,64,02:02:00,Left-footed shot,Arturo Vidal,,FC Barcelona,41.380898,2.12282
18/19,LaLiga,24,2/16/19,H,FC Barcelona,Real Valladolid CF,01:00:00,RW ,43,01:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
18/19,LaLiga,25,2/23/19,A,FC Barcelona,Sevilla FC,02:04:00,RW ,26,01:01:00,Left-footed shot,Ivan Rakitic,,Sevilla FC,37.3886303,-5.9953403
18/19,LaLiga,25,2/23/19,A,FC Barcelona,Sevilla FC,02:04:00,RW ,67,02:02:00,Right-footed shot,Ousmane Dembele,,Sevilla FC,37.3886303,-5.9953403
18/19,LaLiga,25,2/23/19,A,FC Barcelona,Sevilla FC,02:04:00,RW ,85,02:03:00,Left-footed shot,,,Sevilla FC,37.3886303,-5.9953403
18/19,LaLiga,27,03/09/2019 00:00,H,FC Barcelona,Rayo Vallecano,03:01:00,RW ,51,02:01:00,Penalty,,,FC Barcelona,41.380898,2.12282
18/19,UEFA Champions League,last 16,3/13/19,H,FC Barcelona,Olympique Lyon,05:01:00,RW ,18,01:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
18/19,UEFA Champions League,last 16,3/13/19,H,FC Barcelona,Olympique Lyon,05:01:00,RW ,78,03:01:00,Right-footed shot,Sergio Busquets,,FC Barcelona,41.380898,2.12282
18/19,LaLiga,28,3/17/19,A,FC Barcelona,Real Betis Balompie,01:04:00,SS ,18,00:01:00,Direct free kick,,,Real Betis Balompie,37.3083683,-5.9480744
18/19,LaLiga,28,3/17/19,A,FC Barcelona,Real Betis Balompie,01:04:00,SS ,45+2,00:02:00,Left-footed shot,Luis Suarez,,Real Betis Balompie,37.3083683,-5.9480744
18/19,LaLiga,28,3/17/19,A,FC Barcelona,Real Betis Balompie,01:04:00,SS ,85,01:04:00,Left-footed shot,Ivan Rakitic,,Real Betis Balompie,37.3083683,-5.9480744
18/19,LaLiga,29,3/30/19,H,FC Barcelona,RCD Espanyol Barcelona,02:00:00,RW ,71,01:00:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
18/19,LaLiga,29,3/30/19,H,FC Barcelona,RCD Espanyol Barcelona,02:00:00,RW ,89,02:00:00,Left-footed shot,Malcom,,FC Barcelona,41.380898,2.12282
18/19,LaLiga,30,04/02/2019 00:00,A,FC Barcelona,Villarreal CF,04:04:00,RW,90,04:03:00,Direct free kick,,,Villarreal CF,39.9442083,0.1034047
18/19,LaLiga,31,04/06/2019 00:00,H,FC Barcelona,Atletico de Madrid,02:00:00,SS ,87,02:00:00,Left-footed shot,,,FC Barcelona,41.380898,2.12282
18/19,UEFA Champions League,Quarter-Finals,4/16/19,H,FC Barcelona,Manchester United,03:00:00,RW ,16,01:00:00,Left-footed shot,,,FC Barcelona,41.380898,2.12282
18/19,UEFA Champions League,Quarter-Finals,4/16/19,H,FC Barcelona,Manchester United,03:00:00,RW ,20,02:00:00,Right-footed shot,,,FC Barcelona,41.380898,2.12282
18/19,LaLiga,35,4/27/19,H,FC Barcelona,Levante UD,01:00:00,RW,62,01:00:00,Left-footed shot,Arturo Vidal,,FC Barcelona,41.380898,2.12282
18/19,UEFA Champions League,Semi-Finals,05/01/2019 00:00,H,FC Barcelona,Liverpool FC,03:00:00,RW ,75,02:00:00,Left-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
18/19,UEFA Champions League,Semi-Finals,05/01/2019 00:00,H,FC Barcelona,Liverpool FC,03:00:00,RW ,82,03:00:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
18/19,LaLiga,38,5/19/19,A,FC Barcelona,SD Eibar,02:02:00,CF ,31,01:01:00,Left-footed shot,Arturo Vidal,,SD Eibar,43.184167,-2.473333
18/19,LaLiga,38,5/19/19,A,FC Barcelona,SD Eibar,02:02:00,CF ,32,01:02:00,Left-footed shot,Ivan Rakitic,,SD Eibar,43.184167,-2.473333
18/19,Copa del Rey,Final,5/25/19,H,FC Barcelona,Valencia CF,01:02:00,CF ,73,01:02:00,Left-footed shot,Clement Lenglet,,FC Barcelona,41.380898,2.12282
19/20,LaLiga,8,10/06/2019 00:00,H,FC Barcelona,Sevilla FC,04:00:00,RW ,78,04:00:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
19/20,LaLiga,9,10/19/19,A,FC Barcelona,SD Eibar,00:03:00,RW ,58,00:02:00,Left-footed shot,Antoine Griezmann,,SD Eibar,43.184167,-2.473333
19/20,UEFA Champions League,Group Stage,10/23/19,A,FC Barcelona,SK Slavia Prague,01:02:00,RW ,3,00:01:00,Left-footed shot,Arthur,,SK Slavia Prague,50.0675,14.4714
19/20,LaLiga,11,10/29/19,H,FC Barcelona,Real Valladolid CF,05:01:00,RW ,34,03:01:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
19/20,LaLiga,11,10/29/19,H,FC Barcelona,Real Valladolid CF,05:01:00,RW ,75,04:01:00,Left-footed shot,Ivan Rakitic,,FC Barcelona,41.380898,2.12282
19/20,LaLiga,12,11/02/2019 00:00,A,FC Barcelona,Levante UD,03:01:00,RW ,38,00:01:00,Penalty,,,Levante UD,39.4703751,-0.370525
19/20,LaLiga,13,11/09/2019 00:00,H,FC Barcelona,Celta de Vigo,04:01:00,RW ,23,01:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
19/20,LaLiga,13,11/09/2019 00:00,H,FC Barcelona,Celta de Vigo,04:01:00,RW ,45+1,02:01:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
19/20,LaLiga,13,11/09/2019 00:00,H,FC Barcelona,Celta de Vigo,04:01:00,RW ,48,03:01:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
19/20,UEFA Champions League,Group Stage,11/27/19,H,FC Barcelona,Borussia Dortmund,03:01:00,RW ,33,02:00:00,Left-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
19/20,LaLiga,15,12/01/2019 00:00,A,FC Barcelona,Atletico de Madrid,00:01:00,RW ,86,00:01:00,Left-footed shot,Luis Suarez,,Atletico de Madrid,40.4925732,-3.899587
19/20,LaLiga,16,12/07/2019 00:00,H,FC Barcelona,RCD Mallorca,05:02:00,RW ,17,02:00:00,Left-footed shot,Antoine Griezmann,,FC Barcelona,41.380898,2.12282
19/20,LaLiga,16,12/07/2019 00:00,H,FC Barcelona,RCD Mallorca,05:02:00,RW ,41,03:01:00,Left-footed shot,Ivan Rakitic,,FC Barcelona,41.380898,2.12282
19/20,LaLiga,16,12/07/2019 00:00,H,FC Barcelona,RCD Mallorca,05:02:00,RW ,83,05:02:00,Left-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
19/20,LaLiga,18,12/21/19,H,FC Barcelona,Deportivo Alaves,04:01:00,RW ,69,03:01:00,Left-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
19/20,Supercopa,Semi-Finals,01/09/2020 00:00,H,FC Barcelona,Atletico de Madrid,02:03:00,RW ,51,01:01:00,Right-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
